product_id,SKU,Category,Style,Size
3632,J0334-TP-XS,Top,J0334,XS
3633,JNE3466-KR-XS,kurta,JNE3466,XS
3634,JNE3404-KR-XXXL,kurta,JNE3404,3XL
3635,NW027-TP-PJ-XXL,Set,NW027,XXL
3636,NW015-TP-PJ-XXL,Set,NW015,XXL
3637,JNE3806-KR-XXXL,kurta,JNE3806,3XL
3638,J0369-SKD-XXL,Set,J0369,XXL
3639,JNE3611-KR-XS,kurta,JNE3611,XS
3640,SET051-KR-NP-XXXL,Set,SET051,3XL
3641,J0072-KR-XL,kurta,J0072,XL
3642,JNE3501-KR-XXXL,kurta,JNE3501,3XL
3643,SET062-KR-SP-M,Set,SET062,M
3644,J0001-DR-XXL,Ethnic Dress,J0001,XXL
3645,SET200-KR-NP-A-XXL,Set,SET200,XXL
3646,SET343-KR-NP-L,Set,SET343,L
3647,J0185-DR-XS,Ethnic Dress,J0185,XS
3648,JNE3458-KR-M,kurta,JNE3458,M
3649,NW003-TP-PJ-XXL,Set,NW003,XXL
3650,SET277-KR-NP-XS,Set,SET277,XS
3651,J0070-KR-M,kurta,J0070,M
3652,JNE3803-KR-XS,kurta,JNE3803,XS
3653,J0096-KR-L,kurta,J0096,L
3654,JNE3530-KR-XS,kurta,JNE3530,XS
3655,MEN5011-KR-XXL,kurta,MEN5011,XXL
3656,J0328-KR-XXXL,kurta,J0328,3XL
3657,J0007-SKD-XXL,Set,J0007,XXL
3658,J0310-TP-XS,Top,J0310,XS
3659,SAR041,Saree,SAR041,Free
3660,JNE3562-KR-L,kurta,JNE3562,L
3661,JNE3516-KR-E-L,kurta,JNE3516,L
3662,JNE3636-KR-L,kurta,JNE3636,L
3663,JNE3788-KR-M,kurta,JNE3788,M
3664,JNE3413-KR-L,kurta,JNE3413,L
3665,JNE3439-KR-XS,kurta,JNE3439,XS
3666,JNE3371-KR-XS,kurta,JNE3371,XS
3667,JNE3459-KR-S,kurta,JNE3459,S
3668,SET326-KR-PP-XXXL,Set,SET326,3XL
3669,JNE3504-KR-M,kurta,JNE3504,M
3670,SET320-KR-NP-S,Set,SET320,S
3671,J0331-KR-M,kurta,J0331,M
3672,J0369-SKD-XL,Set,J0369,XL
3673,SET221-KR-NP-L,Set,SET221,L
3674,JNE3707-DR-M,Western Dress,JNE3707,M
3675,SET247-KR-SHA-XS,Set,SET247,XS
3676,JNE3528-KR-M,kurta,JNE3528,M
3677,JNE3660-TP-N-M,Top,JNE3660,M
3678,JNE3719-KR-L,kurta,JNE3719,L
3679,JNE3480-KR-L,kurta,JNE3480,L
3680,SET289-KR-NP-XS,Set,SET289,XS
3681,MEN5007-KR-L,kurta,MEN5007,L
3682,SET038-KR-PP-XS,Set,SET038,XS
3683,JNE3745-KR-M,kurta,JNE3745,M
3684,J0134-SET-XS,Set,J0134,XS
3685,JNE3675-TU-XL,Top,JNE3675,XL
3686,JNE3442-KR-XXL,kurta,JNE3442,XXL
3687,JNE3530-KR-S,kurta,JNE3530,S
3688,JNE3565-KR-S,kurta,JNE3565,S
3689,JNE3270-KR-XXL,kurta,JNE3270,XXL
3690,J0239-SKD-XL,Set,J0239,XL
3691,JNE3486-KR-XS,kurta,JNE3486,XS
3692,JNE3640-TP-N-XS,Top,JNE3640,XS
3693,SET230-KR-PP-XS,Set,SET230,XS
3694,SET400-KR-NP-XS,Set,SET400,XS
3695,SET209-KR-PP-XL,Set,SET209,XL
3696,SET378-KR-NP-L,Set,SET378,L
3697,SET435-KR-NP-M,Set,SET435,M
3698,NW035-ST-CP-M,Set,NW035,M
3699,JNE3365-KR-1052-A-XXL,kurta,JNE3365,XXL
3700,JNE3760-KR-M,kurta,JNE3760,M
3701,J0205-TP-XS,Top,J0205,XS
3702,CH204-PURPLE-L,Bottom,CH204,L
3703,CH213-BROWN-L,Bottom,CH213,L
3704,MEN5028-KR-M,kurta,MEN5028,M
3705,JNE3366-KR-1053-XL,kurta,JNE3366,XL
3706,SET156-KR-NP-XL,Set,SET156,XL
3707,JNE3376-KR-XL,kurta,JNE3376,XL
3708,JNE3471-KR-XS,kurta,JNE3471,XS
3709,J0213-TP-S,Top,J0213,S
3710,SET326-KR-PP-S,Set,SET326,S
3711,J0160-TP-XXL,Top,J0160,XXL
3712,JNE3612-KR-M,kurta,JNE3612,M
3713,NW012-TP-PJ-M,Set,NW012,M
3714,SET048-KR-NP-M,Set,SET048,M
3715,JNE2171-KR-437-XXXL,kurta,JNE2171,3XL
3716,J0143-SET-A-XXXL,Set,J0143,3XL
3717,SET087-KR-PP-S,Set,SET087,S
3718,JNE3412-KR-XL,kurta,JNE3412,XL
3719,JNE3655-TP-XL,Top,JNE3655,XL
3720,SET276-KR-PP-S,Set,SET276,S
3721,JNE3700-KR-XXXL,kurta,JNE3700,3XL
3722,J0011-LCD-XXL,Set,J0011,XXL
3723,JNE2307-KR-572-XXL,kurta,JNE2307,XXL
3724,JNE3454-KR-S,kurta,JNE3454,S
3725,BL103-XS,Blouse,BL103,XS
3726,J0354-KR-XXL,kurta,J0354,XXL
3727,JNE1977-KR-237-L,kurta,JNE1977,L
3728,NW008-ST-CP-M,Set,NW008,M
3729,J0147-SET-M,Set,J0147,M
3730,JNE3160-KR-XXXL,kurta,JNE3160,3XL
3731,JNE2291-KR-602-L,kurta,JNE2291,L
3732,NW020-ST-SR-S,Set,NW020,S
3733,J0342-TP-XS,Top,J0342,XS
3734,SET154-KR-NP-XXXL,Set,SET154,3XL
3735,JNE3778-KR-XL,kurta,JNE3778,XL
3736,JNE3030-KR-XS,kurta,JNE3030,XS
3737,SET062-KR-SP-S,Set,SET062,S
3738,SET321-KR-DPT-S,Set,SET321,S
3739,JNE3813-KR-XS,kurta,JNE3813,XS
3740,JNE3617-KR-XS,kurta,JNE3617,XS
3741,JNE3819-KR-M,kurta,JNE3819,M
3742,J0092-SET-XXXL,Set,J0092,3XL
3743,J0239-SKD-S,Set,J0239,S
3744,JNE3452-KR-XS,kurta,JNE3452,XS
3745,SET306-KR-PP-XXL,Set,SET306,XXL
3746,J0201-TP-XL,Top,J0201,XL
3747,NW029-ST-SR-S,Set,NW029,S
3748,CH202-ORANGE-L,Bottom,CH202,L
3749,J0180-DR-XXL,Western Dress,J0180,XXL
3750,SET293-KR-NP-L,Set,SET293,L
3751,SET300-KR-NP-XXXL,Set,SET300,3XL
3752,JNE3522-KR-XS,kurta,JNE3522,XS
3753,SET230-KR-PP-L,Set,SET230,L
3754,JNE3756-KR-XXL,kurta,JNE3756,XXL
3755,JNE3643-TP-N-XL,Top,JNE3643,XL
3756,BTM021-B-L,Bottom,BTM021,L
3757,BTM002-B-L,Bottom,BTM002,L
3758,JNE3562-KR-M,kurta,JNE3562,M
3759,JNE3323-KR-A-XS,kurta,JNE3323,XS
3760,BL101-XXL,Blouse,BL101,XXL
3761,MEN5006-KR-S,kurta,MEN5006,S
3762,JNE3441-KR-S,kurta,JNE3441,S
3763,SET058-KR-NP-XXL,Set,SET058,XXL
3764,JNE2132-KR-398-XS,kurta,JNE2132,XS
3765,JNE3500-KR-M,kurta,JNE3500,M
3766,JNE3749-KR-XL,kurta,JNE3749,XL
3767,NW007-ST-CP-XXL,Set,NW007,XXL
3768,SET403-KR-NP-XL,Set,SET403,XL
3769,JNE3400-KR-XS,kurta,JNE3400,XS
3770,JNE3610-KR-XXXL,kurta,JNE3610,3XL
3771,JNE3714-KR-XS,kurta,JNE3714,XS
3772,JNE3778-KR-XS,kurta,JNE3778,XS
3773,JNE3581-KR-L,kurta,JNE3581,L
3774,JNE3364-KR-1051-A-XS,kurta,JNE3364,XS
3775,JNE3864-TU-L,Top,JNE3864,L
3776,JNE3726-KR-XXL,kurta,JNE3726,XXL
3777,SET156-KR-NP-L,Set,SET156,L
3778,J0106-KR-S,Western Dress,J0106,S
3779,JNE3656-TP-N-M,Top,JNE3656,M
3780,JNE3763-KR-XXXL,kurta,JNE3763,3XL
3781,JNE3714-KR-XXL,kurta,JNE3714,XXL
3782,J0025-DR-XXL,Western Dress,J0025,XXL
3783,J0195-TP-XXXL,Top,J0195,3XL
3784,SET132-KR-NP-M,Set,SET132,M
3785,J0117-TP-XXXL,Top,J0117,3XL
3786,JNE3614-KR-XXL,kurta,JNE3614,XXL
3787,JNE3549-KR-XXXL,kurta,JNE3549,3XL
3788,JNE2291-KR-602-S,kurta,JNE2291,S
3789,J0062-DR-XS,Western Dress,J0062,XS
3790,J0072-KR-XXXL,kurta,J0072,3XL
3791,JNE3348-KR-M,kurta,JNE3348,M
3792,JNE3615-KR-XL,kurta,JNE3615,XL
3793,SET194-KR-NP-XXL,Set,SET194,XXL
3794,J0120-TP-XL,Top,J0120,XL
3795,JNE3523-KR-XL,kurta,JNE3523,XL
3796,J0248-KR-DPT-XS,Set,J0248,XS
3797,SET196-KR-NP-XL,Set,SET196,XL
3798,J0184-KR-A-L,kurta,J0184,L
3799,SET004-KR-SP-A-XXXL,Set,SET004,3XL
3800,JNE3255-KR-XS,kurta,JNE3255,XS
3801,NW005-ST-PJ-XS,Set,NW005,XS
3802,JNE3554-KR-L,kurta,JNE3554,L
3803,SET232-KR-PP-L,Set,SET232,L
3804,JNE3395-KR-S,kurta,JNE3395,S
3805,NW013-ST-SR-XXL,Set,NW013,XXL
3806,MEN5020-KR-S,kurta,MEN5020,S
3807,SET131-KR-NP-A-L,Set,SET131,L
3808,SET351-KR-NP-XL,Set,SET351,XL
3809,JNE3668-TP-N-XL,Top,JNE3668,XL
3810,J0298-DR-XS,Western Dress,J0298,XS
3811,NW022-TP-PJ-XXL,Set,NW022,XXL
3812,SET145-KR-NP-XL,Set,SET145,XL
3813,J0333-DR-M,Western Dress,J0333,M
3814,J0205-TP-S,Top,J0205,S
3815,BTM047-PP-XXL,Bottom,BTM047,XXL
3816,J0095-SET-S,Set,J0095,S
3817,J0172-TP-XL,Top,J0172,XL
3818,J0214-TP-M,Top,J0214,M
3819,J0143-SET-A-S,Set,J0143,S
3820,JNE3416-KR-XXL,kurta,JNE3416,XXL
3821,JNE3833-KR-M,kurta,JNE3833,M
3822,JNE3712-TP-N-XS,Top,JNE3712,XS
3823,SET401-KR-NP-XXXL,Set,SET401,3XL
3824,SET138-KR-PP-XS,Set,SET138,XS
3825,J0277-SKD-XS,Set,J0277,XS
3826,JNE2321-KR-576-L,kurta,JNE2321,L
3827,JNE3771-KR-M,kurta,JNE3771,M
3828,JNE3273-KR-XL,kurta,JNE3273,XL
3829,SET219-KR-PP-S,Set,SET219,S
3830,J0131-KR-XS,kurta,J0131,XS
3831,JNE3438-KR-XL,kurta,JNE3438,XL
3832,J0202-TP-XL,Top,J0202,XL
3833,J0340-TP-XL,Top,J0340,XL
3834,SET250-KR-SHA-XS,Set,SET250,XS
3835,JNE3528-KR-XXXL,kurta,JNE3528,3XL
3836,J0238-LCD-XXXL,Set,J0238,3XL
3837,J0087-TP-S,Top,J0087,S
3838,J0110-SKD-S,Set,J0110,S
3839,JNE1234-MULTI-KR-032-XXL,kurta,JNE1234,XXL
3840,JNE3420-KR-L,kurta,JNE3420,L
3841,JNE3474-KR-E-S,kurta,JNE3474,S
3842,JNE09186-BLUE-SR-JP7104RMV-K,Saree,JNE09186,Free
3843,SAR092,Saree,SAR092,Free
3844,SAR110,Saree,SAR110,Free
3845,JNE3507-KR-XXL,kurta,JNE3507,XXL
3846,NW032-ST-CP-M,Set,NW032,M
3847,J0233-SKD-XS,Set,J0233,XS
3848,JNE3501-KR-XS,kurta,JNE3501,XS
3849,SET196-KR-NP-XXXL,Set,SET196,3XL
3850,JNE3270-KR-XL,kurta,JNE3270,XL
3851,JNE1525-KR-UDF19BLACK-M,kurta,JNE1525,M
3852,JNE3735-KR-XL,kurta,JNE3735,XL
3853,JNE2265-KR-501-XXL,kurta,JNE2265,XXL
3854,J0214-TP-L,Top,J0214,L
3855,JNE3457-KR-XL,kurta,JNE3457,XL
3856,NW038-ST-SR-XXL,Set,NW038,XXL
3857,J0376-SKD-XXXL,Set,J0376,3XL
3858,BL036-176GOLD,Blouse,BL036,Free
3859,JNE3515-KR-XS,kurta,JNE3515,XS
3860,SET335-KR-NP-M,Set,SET335,M
3861,JNE3881-DR-XL,Western Dress,JNE3881,XL
3862,JNE3602-KR-XXL,kurta,JNE3602,XXL
3863,SET230-KR-PP-XXXL,Set,SET230,3XL
3864,JNE3454-KR-XXXL,kurta,JNE3454,3XL
3865,JNE3825-KR-S,kurta,JNE3825,S
3866,JNE3887-KR-XXXL,kurta,JNE3887,3XL
3867,SET138-KR-PP-XXXL,Set,SET138,3XL
3868,JNE3816-KR-L,kurta,JNE3816,L
3869,J0178-TP-XS,Top,J0178,XS
3870,SET395-KR-NP-XXXL,Set,SET395,3XL
3871,NW035-ST-CP-S,Set,NW035,S
3872,JNE3655-TP-XXL,Top,JNE3655,XXL
3873,MEN5029-KR-L,kurta,MEN5029,L
3874,J0092-SET-XS,Set,J0092,XS
3875,JNE3524-KR-M,kurta,JNE3524,M
3876,SET187-KR-DH-L,Set,SET187,L
3877,SET069-KR-NP-XS,Set,SET069,XS
3878,SET200-KR-NP-A-XL,Set,SET200,XL
3879,SET350-KR-NP-XXL,Set,SET350,XXL
3880,J0184-KR-XS,kurta,J0184,XS
3881,JNE1525-KR-UDF19-A-M,kurta,JNE1525,M
3882,JNE2265-KR-501-M,kurta,JNE2265,M
3883,JNE3431-KR-S,kurta,JNE3431,S
3884,J0077-SKD-S,Set,J0077,S
3885,SET332-KR-PP-M,Set,SET332,M
3886,JNE3480-KR-S,kurta,JNE3480,S
3887,J0348-SET-XL,Set,J0348,XL
3888,AN202-ORANGE-XXL,Bottom,AN202,XXL
3889,J0011-LCD-XS,Set,J0011,XS
3890,NW012-TP-PJ-XXL,Set,NW012,XXL
3891,J0375-SKD-S,Set,J0375,S
3892,J0131-KR-XXL,kurta,J0131,XXL
3893,JNE3800-KR-A-L,Western Dress,JNE3800,L
3894,SET193-KR-NP-A-XL,Set,SET193,XL
3895,MEN5030-KR-XL,kurta,MEN5030,XL
3896,JNE3436-KR-XS,kurta,JNE3436,XS
3897,J0112-TP-L,Top,J0112,L
3898,J0186-SET-L,Set,J0186,L
3899,JNE3451-KR-XL,kurta,JNE3451,XL
3900,SET147-KR-NP-S,Set,SET147,S
3901,JNE3613-KR-M,kurta,JNE3613,M
3902,JNE3836-KR-XL,kurta,JNE3836,XL
3903,JNE3400-KR-XXL,kurta,JNE3400,XXL
3904,JNE3880-DR-L,Western Dress,JNE3880,L
3905,JNE3617-KR-XXXL,kurta,JNE3617,3XL
3906,JNE3767-KR-L,kurta,JNE3767,L
3907,SET318-KR-SHA-L,Set,SET318,L
3908,BTM002-B-XXXL,Bottom,BTM002,3XL
3909,J0135-SET-XXXL,Set,J0135,3XL
3910,SAR071,Saree,SAR071,Free
3911,SET038-KR-PP-L,Set,SET038,L
3912,SET403-KR-NP-S,Set,SET403,S
3913,NW005-ST-PJ-L,Set,NW005,L
3914,SET245-KR-NP-XL,Set,SET245,XL
3915,JNE3256-KR-L,kurta,JNE3256,L
3916,JNE3408-KR-L,kurta,JNE3408,L
3917,SET392-KR-NP-S,Set,SET392,S
3918,BL073-85BLACK,Blouse,BL073,Free
3919,MEN5003-KR-XL,kurta,MEN5003,XL
3920,JNE3563-KR-S,kurta,JNE3563,S
3921,SET062-KR-SP-L,Set,SET062,L
3922,SET037-KR-NP-XXXL,Set,SET037,3XL
3923,SET243-KR-PP-S,Set,SET243,S
3924,J0201-TP-M,Top,J0201,M
3925,SET364-KR-NP-XS,Set,SET364,XS
3926,JNE3756-KR-M,kurta,JNE3756,M
3927,JNE3743-TP-L,Top,JNE3743,L
3928,PJNE2171-KR-N-4XL,kurta,PJNE2171,4XL
3929,BTM031-NP-XS,Bottom,BTM031,XS
3930,J0211-DR-XL,Ethnic Dress,J0211,XL
3931,JNE3759-KR-XXL,kurta,JNE3759,XXL
3932,NW008-ST-CP-XXXL,Set,NW008,3XL
3933,J0214-TP-XXL,Top,J0214,XXL
3934,JNE3670-TU-S,Top,JNE3670,S
3935,JNE3557-KR-S,kurta,JNE3557,S
3936,J0310-TP-M,Top,J0310,M
3937,SET240-KR-PP-L,Set,SET240,L
3938,SET236-KR-PP-XS,Set,SET236,XS
3939,JNE1525-KR-UDF19-A-XXL,kurta,JNE1525,XXL
3940,J0093-DR-XS,Ethnic Dress,J0093,XS
3941,J0129-SET-XS,Set,J0129,XS
3942,J0205-TP-M,Top,J0205,M
3943,J0116-TP-S,Top,J0116,S
3944,JNE2170-KR-436-XS,kurta,JNE2170,XS
3945,SET153-KR-NP-XS,Set,SET153,XS
3946,JNE3549-KR-S,kurta,JNE3549,S
3947,JNE3366-KR-1053-A-L,kurta,JNE3366,L
3948,SET014-KR-PP-XXXL,Set,SET014,3XL
3949,J0151-KR-S,kurta,J0151,S
3950,J0291-JS-XS,Set,J0291,XS
3951,JNE3674-TU-XL,Top,JNE3674,XL
3952,SET286-KR-NP-S,Set,SET286,S
3953,SET334-KR-NP-M,Set,SET334,M
3954,JNE3758-KR-M,kurta,JNE3758,M
3955,JNE3351-KR-XL,kurta,JNE3351,XL
3956,JNE3719-KR-M,kurta,JNE3719,M
3957,J0150-KR-S,kurta,J0150,S
3958,JNE3659-TP-N-XS,Top,JNE3659,XS
3959,SET242-KR-PP-S,Set,SET242,S
3960,SET014-KR-PP-XS,Set,SET014,XS
3961,JNE3574-KR-XXL,kurta,JNE3574,XXL
3962,J0001-DR-XXXL,Ethnic Dress,J0001,3XL
3963,MEN5003-KR-M,kurta,MEN5003,M
3964,JNE3489-KR-L,kurta,JNE3489,L
3965,BTM003-M,Bottom,BTM003,M
3966,JNE3524-KR-L,kurta,JNE3524,L
3967,SET044-KR-NP-XXXL,Set,SET044,3XL
3968,JNE3719-KR-S,kurta,JNE3719,S
3969,J0090-TP-XXL,Top,J0090,XXL
3970,BTM002-B-XL,Bottom,BTM002,XL
3971,SET396-KR-PP-XXXL,Set,SET396,3XL
3972,J0164-DR-L,Ethnic Dress,J0164,L
3973,J0381-SKD-M,Set,J0381,M
3974,JNE3516-KR-E-M,kurta,JNE3516,M
3975,SET340-KR-NP-XXXL,Set,SET340,3XL
3976,NW009-ST-CP-L,Set,NW009,L
3977,SET243-KR-PP-M,Set,SET243,M
3978,J0096-KR-XXXL,kurta,J0096,3XL
3979,JNE3896-KR-XXXL,kurta,JNE3896,3XL
3980,JNE3825-KR-XS,kurta,JNE3825,XS
3981,SET239-KR-NP-XS,Set,SET239,XS
3982,JNE3760-KR-XXXL,kurta,JNE3760,3XL
3983,J0297-TP-L,Top,J0297,L
3984,JNE3431-KR-L,kurta,JNE3431,L
3985,JNE3700-KR-L,kurta,JNE3700,L
3986,J0370-SKD-XS,Set,J0370,XS
3987,NW036-ST-SR-M,Set,NW036,M
3988,SET321-KR-DPT-XL,Set,SET321,XL
3989,J0381-SKD-XS,Set,J0381,XS
3990,JNE3806-KR-XS,kurta,JNE3806,XS
3991,J0351-SET-XS,Set,J0351,XS
3992,SET249-KR-NP-XL,Set,SET249,XL
3993,JNE3065-KR-S,kurta,JNE3065,S
3994,SET221-KR-NP-XXXL,Set,SET221,3XL
3995,SET357-KR-NP-S,Set,SET357,S
3996,JNE3708-TU-XXXL,Top,JNE3708,3XL
3997,SET073-KR-SHA-XXXL,Set,SET073,3XL
3998,JNE3730-KR-M,kurta,JNE3730,M
3999,J0210-DR-XXL,Ethnic Dress,J0210,XXL
4000,SET267-KR-NP-S,Set,SET267,S
4001,NW002-TP-PJ-S,Set,NW002,S
4002,NW012-TP-PJ-XS,Set,NW012,XS
4003,MEN5029-KR-S,kurta,MEN5029,S
4004,J0334-TP-XXXL,Top,J0334,3XL
4005,SET322-KR-SHA-XS,Set,SET322,XS
4006,JNE3473-KR-XS,kurta,JNE3473,XS
4007,SET072-KR-SHA-S,Set,SET072,S
4008,JNE3253-KR-M,kurta,JNE3253,M
4009,JNE3365-KR-1052-A-XL,kurta,JNE3365,XL
4010,JNE3531-KR-XXXL,kurta,JNE3531,3XL
4011,J0181-TP-S,Top,J0181,S
4012,SET038-KR-PP-XXL,Set,SET038,XXL
4013,JNE3225-KR-XXXL,kurta,JNE3225,3XL
4014,JNE2009-KR-310-XL,kurta,JNE2009,XL
4015,SET240-KR-PP-XXXL,Set,SET240,3XL
4016,J0212-DR-XXL,Ethnic Dress,J0212,XXL
4017,BL098-XS,Blouse,BL098,XS
4018,J0019-SET-S,Set,J0019,S
4019,J0205-TP-XL,Top,J0205,XL
4020,SET228-KR-PP-A-S,Set,SET228,S
4021,MEN5018-KR-S,kurta,MEN5018,S
4022,JNE0722-K,Saree,JNE0722,Free
4023,J0087-TP-XXL,Top,J0087,XXL
4024,SET156-KR-NP-M,Set,SET156,M
4025,MEN5026-KR-S,kurta,MEN5026,S
4026,SET204-KR-DPT-XXL,Set,SET204,XXL
4027,SET111-KR-SP-XXL,Set,SET111,XXL
4028,JNE3766-KR-XXXL,kurta,JNE3766,3XL
4029,J0015-DR-S,Ethnic Dress,J0015,S
4030,NW006-ST-SR-S,Set,NW006,S
4031,J0053-KR-XS,kurta,J0053,XS
4032,JNE3407-KR-XXL,kurta,JNE3407,XXL
4033,JNE3751-KR-M,kurta,JNE3751,M
4034,JNE3544-KR-M,kurta,JNE3544,M
4035,J0376-SKD-XL,Set,J0376,XL
4036,JNE3879-DR-XL,Western Dress,JNE3879,XL
4037,JNE3404-KR-S,kurta,JNE3404,S
4038,SET297-KR-NP-XXL,Set,SET297,XXL
4039,JNE3782-KR-L,kurta,JNE3782,L
4040,SET339-KR-NP-M,Set,SET339,M
4041,JNE3866-KR-L,kurta,JNE3866,L
4042,JNE3866-KR-XL,kurta,JNE3866,XL
4043,J0228-SKD-XXL,Set,J0228,XXL
4044,JNE3394-KR-XXL,kurta,JNE3394,XXL
4045,SET229-KR-PP-XS,Set,SET229,XS
4046,JNE3489-KR-XL,kurta,JNE3489,XL
4047,J0297-TP-M,Top,J0297,M
4048,SET339-KR-NP-XL,Set,SET339,XL
4049,J0049-TP-XXL,Top,J0049,XXL
4050,JNE3452-KR-XXL,kurta,JNE3452,XXL
4051,J0131-KR-L,kurta,J0131,L
4052,JNE3612-KR-XXXL,kurta,JNE3612,3XL
4053,J0378-SKD-XL,Set,J0378,XL
4054,SET378-KR-NP-M,Set,SET378,M
4055,J0347-SET-XXL,Set,J0347,XXL
4056,BL025-74BLACK-B,Blouse,BL025,Free
4057,SET143-KR-PP-M,Set,SET143,M
4058,JNE3810-KR-XXXL,kurta,JNE3810,3XL
4059,SET271-KR-NP-XS,Set,SET271,XS
4060,JNE3313-KR-S,kurta,JNE3313,S
4061,JNE2291-KR-602-XS,kurta,JNE2291,XS
4062,J0187-KR-S,kurta,J0187,S
4063,SET404-KR-NP-XS,Set,SET404,XS
4064,JNE3894-TP-XL,Top,JNE3894,XL
4065,JNE3806-KR-XL,kurta,JNE3806,XL
4066,SET305-KR-DPT-S,Set,SET305,S
4067,JNE3501-KR-S,kurta,JNE3501,S
4068,J0251-SKD-S,Set,J0251,S
4069,J0247-SKD-M,Set,J0247,M
4070,JNE3531-KR-XS,kurta,JNE3531,XS
4071,JNE3818-KR-XS,kurta,JNE3818,XS
4072,JNE3783-KR-XXL,kurta,JNE3783,XXL
4073,JNE3438-KR-XXL,kurta,JNE3438,XXL
4074,JNE3674-TU-M,Top,JNE3674,M
4075,JNE3673-TU-XXXL,Top,JNE3673,3XL
4076,BTM031-NP-XXL,Bottom,BTM031,XXL
4077,SET132-KR-NP-XL,Set,SET132,XL
4078,J0297-TP-XL,Top,J0297,XL
4079,BTM029-NP-XXXL,Bottom,BTM029,3XL
4080,J0248-KR-DPT-XXL,Set,J0248,XXL
4081,JNE3776-KR-XXXL,kurta,JNE3776,3XL
4082,NW037-TP-SR-XL,Set,NW037,XL
4083,J0291-JS-XL,Set,J0291,XL
4084,SET193-KR-NP-A-S,Set,SET193,S
4085,JNE3838-KR-XS,kurta,JNE3838,XS
4086,SET221-KR-NP-S,Set,SET221,S
4087,SET196-KR-NP-S,Set,SET196,S
4088,JNE3576-KR-XL,kurta,JNE3576,XL
4089,SET193-KR-NP-A-XXL,Set,SET193,XXL
4090,J0079-SKD-L,Set,J0079,L
4091,J0083-KR-XXL,kurta,J0083,XXL
4092,SET205-KR-DPT-A-XS,Set,SET205,XS
4093,J0377-SKD-S,Set,J0377,S
4094,JNE3565-KR-XXL,kurta,JNE3565,XXL
4095,J0002-SKD-XS,Set,J0002,XS
4096,BL090-M,Blouse,BL090,M
4097,JNE3658-TP-XXL,Top,JNE3658,XXL
4098,BL021-71BLACK-B,Blouse,BL021,Free
4099,SET172-KR-PP-B-S,Set,SET172,S
4100,MEN5016-KR-M,kurta,MEN5016,M
4101,JNE3717-KR-XXL,kurta,JNE3717,XXL
4102,JNE3265-KR-S,kurta,JNE3265,S
4103,JNE3334-KR-S,kurta,JNE3334,S
4104,NW003-TP-PJ-S,Set,NW003,S
4105,SET353-KR-NP-S,Set,SET353,S
4106,J0283-SET-S,Set,J0283,S
4107,NW003-TP-PJ-XS,Set,NW003,XS
4108,JNE3601-KR-XL,kurta,JNE3601,XL
4109,JNE3800-KR-A-M,Western Dress,JNE3800,M
4110,JNE3425-KR-XXL,kurta,JNE3425,XXL
4111,JNE3756-KR-XXXL,kurta,JNE3756,3XL
4112,JNE3323-KR-A-L,kurta,JNE3323,L
4113,J0179-KR-XS,kurta,J0179,XS
4114,JNE3376-KR-XS,kurta,JNE3376,XS
4115,JNE3726-KR-XS,kurta,JNE3726,XS
4116,JNE3369-KR-XS,kurta,JNE3369,XS
4117,JNE3434-KR-S,kurta,JNE3434,S
4118,J0297-TP-XXL,Top,J0297,XXL
4119,SAR166,Saree,SAR166,Free
4120,J0132-KR-L,kurta,J0132,L
4121,CH205-YELLOW-S,Bottom,CH205,S
4122,JNE3740-KR-XS,kurta,JNE3740,XS
4123,JNE3487-KR-S,kurta,JNE3487,S
4124,JNE3786-KR-XS,kurta,JNE3786,XS
4125,SET244-KR-NP-XXL,Set,SET244,XXL
4126,SET303-KR-NP-L,Set,SET303,L
4127,JNE3879-DR-XS,Western Dress,JNE3879,XS
4128,SET388-KR-NP-XXL,Set,SET388,XXL
4129,JNE3760-KR-XXL,kurta,JNE3760,XXL
4130,SET326-KR-PP-L,Set,SET326,L
4131,MEN5031-KR-XL,kurta,MEN5031,XL
4132,MEN5021-KR-XXXL,kurta,MEN5021,3XL
4133,JNE3743-TP-XL,Top,JNE3743,XL
4134,JNE3670-TU-L,Top,JNE3670,L
4135,JNE3606-KR-M,kurta,JNE3606,M
4136,SET131-KR-NP-A-M,Set,SET131,M
4137,JNE3383-KR-A-S,kurta,JNE3383,S
4138,JNE3691-TU-XXXL,Top,JNE3691,3XL
4139,JNE3473-KR-L,kurta,JNE3473,L
4140,JNE3457-KR-M,kurta,JNE3457,M
4141,JNE3837-KR-XXL,kurta,JNE3837,XXL
4142,JNE3687-TU-XXL,Top,JNE3687,XXL
4143,JNE3802-KR-XXL,kurta,JNE3802,XXL
4144,BTM044-PP-XS,Bottom,BTM044,XS
4145,BTM040-PP-XS,Bottom,BTM040,XS
4146,BTM043-PP-XS,Bottom,BTM043,XS
4147,SET289-KR-NP-L,Set,SET289,L
4148,JNE3422-KR-M,kurta,JNE3422,M
4149,J0089-TP-XS,Top,J0089,XS
4150,J0087-TP-XS,Top,J0087,XS
4151,JNE3707-DR-L,Western Dress,JNE3707,L
4152,JNE3649-TP-N-XS,Top,JNE3649,XS
4153,SET281-KR-PP-S,Set,SET281,S
4154,J0230-SKD-XXXL,Set,J0230,3XL
4155,MEN5006-KR-M,kurta,MEN5006,M
4156,J0110-SKD-XL,Set,J0110,XL
4157,J0332-DR-L,Western Dress,J0332,L
